age,allergy_peanut,allergy_cashew,login_30d,view_cashew_30d,view_peanut_30d,click_rec_cashew_30d,click_rec_peanut_30d,purchase_cashew_90d,purchase_peanut_90d,days_since_last_purchase,days_since_last_active,label_confidence,gender_female,gender_male,activity_high,activity_low,activity_moderate,goal_energy,goal_healthy,goal_snack,source_general,source_history,source_questionnaire
42,0,1,1,0,3,3,1,1,4,42,2,0.85,True,False,False,True,False,False,False,True,True,False,False
28,0,0,10,6,5,3,0,0,0,0,7,0.733,False,True,False,False,True,False,True,False,False,True,False
27,1,0,3,7,9,4,4,2,3,28,15,0.85,False,True,True,False,False,True,False,False,False,False,True
22,0,0,6,9,10,1,2,3,0,26,0,0.871,False,True,True,False,False,True,False,False,False,False,True
43,0,0,8,6,2,3,2,3,2,70,10,0.887,True,False,False,False,True,False,True,False,False,True,False
45,0,0,7,13,11,7,3,1,1,34,2,0.638,False,True,False,False,True,True,False,False,False,False,True
29,1,0,5,4,13,0,4,2,3,48,11,0.85,False,True,True,False,False,True,False,False,True,False,False
39,0,0,6,5,9,3,4,0,0,34,24,0.82,True,False,False,False,True,False,True,False,False,False,True
39,0,0,5,3,11,0,2,2,1,53,10,0.62,False,True,True,False,False,True,False,False,False,True,False
37,0,0,6,8,10,2,1,0,0,50,0,0.793,True,False,False,False,True,True,False,False,False,True,False
40,0,0,7,5,1,1,3,0,4,19,7,0.648,False,True,False,False,True,False,True,False,False,False,True
19,0,0,3,0,8,0,0,0,1,30,16,0.664,True,False,False,True,False,False,True,False,False,True,False
44,0,0,7,11,13,0,3,0,1,1,13,0.747,True,False,True,False,False,True,False,False,False,False,True
28,0,0,8,6,16,2,4,1,2,45,9,0.709,False,True,True,False,False,True,False,False,False,False,True
23,0,0,4,9,4,3,0,0,1,39,0,0.743,False,True,True,False,False,True,False,False,True,False,False
37,1,0,4,5,7,1,8,0,1,9,4,0.85,False,True,True,False,False,False,True,False,False,False,True
43,0,0,7,7,5,3,0,2,2,31,0,0.841,False,True,True,False,False,True,False,False,False,False,True
31,0,0,7,2,10,2,4,0,0,57,9,0.925,True,False,True,False,False,True,False,False,False,False,True
35,0,0,8,11,6,1,1,1,0,24,15,0.717,False,True,False,False,True,False,False,True,True,False,False
27,0,0,2,0,5,2,2,0,0,33,14,0.704,False,True,False,True,False,False,False,True,False,False,True
32,0,0,2,12,14,7,2,2,2,48,4,0.602,True,False,False,True,False,True,False,False,False,False,True
17,0,0,7,2,8,0,0,0,0,33,0,0.874,True,False,True,False,False,False,False,True,True,False,False
18,0,0,8,4,0,1,0,1,2,33,5,0.776,False,True,False,True,False,False,True,False,False,False,True
36,0,0,5,7,9,1,3,1,0,29,11,0.745,True,False,False,False,True,False,True,False,False,True,False
22,0,0,3,9,5,2,1,1,0,25,14,0.702,True,False,False,True,False,True,False,False,False,False,True
24,0,0,2,4,4,0,1,2,2,44,19,0.796,False,True,False,False,True,False,True,False,False,False,True
37,0,0,3,2,0,0,1,1,0,0,9,0.711,False,True,False,True,False,False,False,True,True,False,False
42,0,1,3,0,14,3,4,1,0,31,17,0.85,True,False,False,False,True,True,False,False,False,True,False
27,0,0,5,6,11,1,9,0,0,16,5,0.95,False,True,False,True,False,True,False,False,False,False,True
44,0,0,6,5,5,3,0,4,1,16,4,0.665,False,True,True,False,False,False,True,False,False,True,False
39,0,1,3,1,7,0,2,0,1,51,11,0.85,True,False,False,False,True,False,True,False,True,False,False
39,0,0,7,9,7,4,4,1,0,51,1,0.578,False,True,False,False,True,False,True,False,False,False,True
17,0,0,7,8,6,0,4,0,0,26,9,0.71,False,True,True,False,False,False,True,False,False,True,False
44,0,0,7,4,5,1,2,1,0,35,0,0.815,False,True,True,False,False,True,False,False,False,False,True
37,0,0,4,9,14,2,5,2,1,20,8,0.817,False,True,True,False,False,True,False,False,False,False,True
41,0,0,2,9,7,2,5,2,2,41,6,0.632,False,True,False,False,True,True,False,False,False,False,True
21,0,1,8,4,8,0,1,0,2,29,15,0.85,True,False,True,False,False,False,False,True,False,True,False
21,0,0,10,9,6,1,3,1,2,30,8,0.629,True,False,True,False,False,False,True,False,True,False,False
30,0,0,9,6,9,0,3,0,0,30,13,0.886,False,True,True,False,False,True,False,False,False,True,False
44,0,0,1,10,4,1,1,1,1,30,12,0.787,True,False,False,True,False,False,True,False,False,False,True
39,0,0,5,5,3,0,4,0,0,2,0,0.694,False,True,False,False,True,False,True,False,False,False,True
23,0,0,5,6,2,5,1,1,3,34,9,0.624,True,False,True,False,False,False,False,True,False,False,True
39,0,0,4,11,11,2,1,0,0,37,11,0.695,True,False,False,False,True,False,False,True,False,True,False
43,0,0,5,5,2,0,0,2,0,53,8,0.735,True,False,True,False,False,False,False,True,True,False,False
30,0,0,4,4,2,3,0,0,0,37,10,0.74,True,False,False,True,False,False,True,False,True,False,False
34,0,0,6,10,0,0,0,1,0,21,11,0.76,False,True,False,False,True,False,False,True,False,True,False
41,0,0,8,8,7,4,3,5,1,47,8,0.632,True,False,False,False,True,True,False,False,False,True,False
28,0,0,5,7,9,2,1,0,3,37,13,0.616,False,True,False,True,False,True,False,False,False,False,True
37,0,0,11,0,8,0,1,0,1,48,8,0.792,False,True,True,False,False,False,False,True,False,False,True
36,0,0,1,9,5,5,2,0,1,47,3,0.743,True,False,False,True,False,False,True,False,False,False,True
30,0,0,8,4,6,0,0,0,0,33,10,0.753,True,False,False,False,True,False,True,False,False,True,False
22,0,0,9,7,7,4,1,1,0,24,13,0.932,True,False,True,False,False,True,False,False,False,False,True
38,0,0,2,6,4,1,4,1,0,37,10,0.61,True,False,False,True,False,True,False,False,True,False,False
44,0,0,6,8,3,0,1,0,1,45,13,0.697,True,False,False,True,False,False,True,False,False,True,False
24,0,0,2,11,5,4,3,0,0,62,8,0.7,True,False,False,False,True,False,True,False,False,False,True
23,0,0,7,8,5,2,8,0,0,16,17,0.786,False,True,False,False,True,True,False,False,False,True,False
36,0,0,3,0,0,2,0,0,1,60,10,0.714,True,False,False,True,False,False,False,True,False,False,True
43,1,0,9,10,4,2,0,1,0,0,7,0.85,True,False,False,False,True,False,True,False,False,True,False
31,0,0,4,0,3,0,0,2,0,47,16,0.668,False,True,False,True,False,False,False,True,False,True,False
32,0,0,6,0,4,1,1,0,0,53,9,0.706,True,False,True,False,False,False,False,True,False,True,False
43,0,0,3,6,10,1,0,0,0,0,6,0.692,False,True,False,False,True,True,False,False,False,False,True
32,0,0,6,8,7,0,0,1,0,1,6,0.95,True,False,True,False,False,True,False,False,False,True,False
36,0,0,4,10,6,3,3,1,1,46,11,0.722,False,True,True,False,False,False,True,False,False,False,True
35,0,0,4,9,0,1,4,0,1,48,0,0.704,True,False,True,False,False,False,False,True,False,False,True
27,0,0,4,5,8,0,1,0,0,37,8,0.774,True,False,False,False,True,True,False,False,False,True,False
28,0,0,5,7,7,1,4,0,3,24,4,0.582,True,False,False,False,True,False,False,True,False,False,True
33,0,0,4,6,13,0,2,0,0,40,8,0.748,False,True,False,False,True,True,False,False,False,False,True
19,0,0,4,7,5,0,4,3,0,47,0,0.95,True,False,False,True,False,False,True,False,False,True,False
39,0,0,4,2,7,4,3,0,0,30,3,0.822,False,True,False,True,False,True,False,False,True,False,False
31,0,1,3,4,7,3,0,0,1,20,13,0.85,False,True,False,True,False,True,False,False,False,True,False
38,0,0,5,3,8,2,3,0,0,66,10,0.729,True,False,False,True,False,False,True,False,False,True,False
32,0,0,4,5,10,5,0,4,0,41,0,0.689,False,True,False,False,True,True,False,False,False,True,False
35,0,0,6,6,5,2,1,0,0,10,16,0.77,True,False,False,True,False,False,True,False,False,True,False
41,1,0,7,11,9,0,2,1,0,31,1,0.85,True,False,False,False,True,True,False,False,True,False,False
31,0,0,6,9,11,6,2,2,0,23,8,0.814,False,True,False,False,True,False,True,False,False,True,False
35,0,0,6,6,8,1,4,2,2,35,1,0.662,False,True,False,True,False,True,False,False,False,False,True
44,0,0,10,5,13,1,1,0,0,15,8,0.702,True,False,False,False,True,True,False,False,False,True,False
31,0,0,5,10,13,3,5,0,1,15,6,0.659,True,False,False,True,False,True,False,False,False,False,True
26,0,0,2,9,5,0,6,0,1,54,9,0.586,True,False,False,True,False,False,False,True,True,False,False
40,1,0,3,1,3,1,1,2,3,62,12,0.85,True,False,False,True,False,False,True,False,True,False,False
35,0,0,3,1,1,0,1,1,0,25,8,0.681,True,False,False,True,False,False,False,True,False,True,False
26,0,0,0,5,1,1,4,0,0,73,9,0.685,False,True,False,True,False,False,True,False,False,False,True
22,0,0,3,10,4,3,0,1,0,27,20,0.845,True,False,False,False,True,False,True,False,False,False,True
40,0,0,9,6,11,3,0,0,0,46,15,0.839,True,False,True,False,False,True,False,False,False,False,True
18,0,0,4,0,2,0,3,0,0,34,3,0.58,False,True,False,True,False,False,False,True,False,False,True
36,0,0,7,9,12,3,4,4,0,16,0,0.614,True,False,False,False,True,True,False,False,False,True,False
37,0,0,6,4,6,0,0,0,0,29,4,0.725,False,True,False,False,True,False,False,True,True,False,False
40,0,0,1,9,2,2,0,0,2,44,13,0.718,True,False,False,False,True,False,True,False,False,False,True
41,0,0,7,8,1,0,0,1,1,51,2,0.72,False,True,True,False,False,False,False,True,False,False,True
35,0,0,5,4,12,2,6,0,4,6,0,0.95,True,False,False,False,True,True,False,False,False,False,True
22,0,0,0,3,7,0,1,0,2,43,10,0.613,False,True,False,False,True,False,True,False,False,True,False
42,0,0,11,7,8,1,1,0,0,48,0,0.608,True,False,True,False,False,False,False,True,False,False,True
35,0,0,5,8,6,2,0,0,0,13,3,0.788,True,False,True,False,False,True,False,False,False,False,True
19,0,0,6,10,7,0,0,2,0,52,4,0.861,False,True,False,False,True,False,True,False,False,False,True
17,0,0,7,7,5,3,1,0,0,54,7,0.648,False,True,False,False,True,False,True,False,False,True,False
30,0,0,8,3,11,0,3,1,0,47,3,0.608,True,False,True,False,False,False,False,True,False,True,False
35,0,0,6,0,6,3,0,2,1,21,0,0.932,False,True,False,False,True,True,False,False,False,False,True
19,1,0,3,3,12,1,0,0,0,12,0,0.85,True,False,False,False,True,True,False,False,False,False,True
40,0,0,11,8,2,3,0,1,0,15,9,0.7,False,True,False,False,True,False,False,True,False,False,True
30,0,0,6,4,4,2,1,0,1,34,18,0.705,False,True,False,True,False,False,False,True,False,False,True
17,0,0,6,11,6,2,3,0,2,54,14,0.764,True,False,False,False,True,False,True,False,False,False,True
39,0,0,3,5,10,5,5,3,3,45,8,0.602,False,True,False,False,True,False,True,False,False,True,False
18,0,0,6,8,5,5,3,0,0,28,10,0.717,False,True,True,False,False,False,True,False,False,True,False
43,0,0,6,6,6,1,0,1,0,66,11,0.908,True,False,False,False,True,False,True,False,False,False,True
30,0,0,9,3,2,0,2,0,0,34,0,0.731,True,False,True,False,False,False,False,True,False,False,True
34,0,0,5,9,7,4,2,0,0,36,6,0.803,True,False,True,False,False,False,True,False,True,False,False
26,0,0,3,9,8,2,0,1,0,42,18,0.913,False,True,False,True,False,False,True,False,False,True,False
37,0,0,6,6,8,2,2,1,1,33,0,0.877,True,False,True,False,False,True,False,False,False,False,True
28,0,0,9,11,9,3,2,1,0,51,8,0.606,False,True,False,False,True,True,False,False,False,False,True
24,0,0,6,10,15,1,2,1,0,38,5,0.916,False,True,False,False,True,True,False,False,False,False,True
29,0,0,0,13,8,4,1,0,3,0,8,0.778,False,True,False,True,False,True,False,False,True,False,False
45,0,0,2,5,6,1,4,4,2,54,17,0.825,False,True,False,True,False,True,False,False,True,False,False
40,0,0,5,5,6,0,3,0,1,13,5,0.688,True,False,False,False,True,False,False,True,False,False,True
43,0,0,3,5,8,0,1,0,0,44,6,0.704,False,True,False,True,False,False,True,False,False,True,False
23,0,0,3,5,1,1,0,0,1,57,6,0.613,True,False,False,False,True,False,True,False,False,False,True
42,0,0,6,5,13,0,4,4,1,33,1,0.847,False,True,False,False,True,False,False,True,False,True,False
45,0,0,6,10,7,0,3,0,0,33,0,0.822,False,True,False,False,True,False,True,False,False,True,False
28,0,0,1,0,5,0,4,0,0,39,2,0.727,True,False,False,True,False,False,False,True,True,False,False
29,1,0,9,7,11,1,4,0,3,71,12,0.85,True,False,True,False,False,True,False,False,False,False,True
45,0,0,7,8,6,2,6,0,0,54,14,0.781,False,True,False,False,True,True,False,False,False,True,False
32,0,0,8,5,1,1,0,0,0,0,4,0.682,False,True,True,False,False,False,False,True,False,True,False
32,0,0,7,13,6,3,1,0,1,22,3,0.577,True,False,True,False,False,False,False,True,False,True,False
40,0,0,5,7,11,2,1,1,0,44,9,0.606,True,False,False,False,True,False,True,False,False,True,False
45,0,0,4,5,10,3,4,0,1,39,9,0.817,True,False,False,False,True,True,False,False,False,False,True
39,0,0,5,6,5,2,0,0,0,32,0,0.814,True,False,False,False,True,False,True,False,False,False,True
36,0,0,3,3,10,0,0,1,0,55,7,0.702,True,False,False,False,True,True,False,False,True,False,False
43,0,0,3,8,11,3,4,0,5,13,3,0.789,False,True,False,True,False,True,False,False,False,False,True
32,0,0,6,10,8,3,0,0,0,43,12,0.722,True,False,True,False,False,False,True,False,False,False,True
37,0,0,4,4,7,0,4,0,0,55,0,0.656,True,False,False,False,True,False,False,True,False,False,True
23,0,0,7,5,15,1,2,0,0,26,5,0.807,True,False,True,False,False,True,False,False,False,False,True
33,0,0,3,7,2,2,0,0,0,35,10,0.603,True,False,False,True,False,False,False,True,False,False,True
23,0,0,1,1,4,2,2,1,1,42,10,0.609,False,True,False,True,False,False,True,False,False,True,False
32,0,0,3,7,11,1,0,1,0,17,11,0.918,False,True,False,False,True,True,False,False,False,False,True
31,0,0,0,10,4,1,0,1,0,37,3,0.794,False,True,False,True,False,False,True,False,False,False,True
44,0,0,3,2,6,0,0,2,1,0,0,0.594,False,True,False,False,True,False,False,True,False,False,True
34,0,0,3,9,13,2,4,0,1,7,6,0.684,True,False,False,False,True,False,True,False,True,False,False
39,0,0,3,7,7,1,1,0,0,15,7,0.645,True,False,False,False,True,True,False,False,False,False,True
37,0,0,7,10,3,1,0,1,0,36,10,0.74,True,False,False,False,True,False,True,False,False,False,True
18,0,0,5,10,11,1,3,0,1,68,4,0.828,False,True,True,False,False,True,False,False,False,False,True
35,0,0,7,12,1,6,0,1,0,18,14,0.849,True,False,True,False,False,False,True,False,False,False,True
44,0,0,4,9,10,2,3,0,0,51,7,0.708,False,True,False,False,True,False,True,False,False,False,True
42,0,0,5,11,7,5,0,0,0,34,5,0.694,True,False,False,False,True,False,True,False,False,True,False
43,0,0,7,9,10,3,4,2,0,39,5,0.802,False,True,False,False,True,True,False,False,False,True,False
26,0,1,6,4,3,0,0,0,0,38,7,0.85,True,False,True,False,False,False,True,False,False,False,True
22,0,0,1,8,1,0,1,0,0,51,12,0.719,True,False,False,True,False,False,True,False,False,False,True
42,0,0,8,13,8,0,3,0,0,3,1,0.918,False,True,True,False,False,True,False,False,False,True,False
38,0,0,5,6,3,1,3,0,0,33,0,0.707,False,True,False,False,True,False,False,True,False,False,True
27,0,0,5,4,10,3,2,0,0,50,0,0.643,False,True,False,False,True,True,False,False,False,True,False
26,0,0,0,2,4,1,0,0,0,31,18,0.749,False,True,False,True,False,False,False,True,False,True,False
26,0,0,4,6,3,0,2,1,0,56,7,0.753,True,False,False,True,False,False,True,False,False,False,True
28,0,0,4,2,4,2,0,0,0,73,2,0.721,True,False,False,True,False,False,True,False,False,False,True
39,1,0,7,9,9,1,1,0,0,37,17,0.85,False,True,False,False,True,True,False,False,False,False,True
41,0,0,3,9,8,2,2,1,1,54,15,0.826,True,False,False,False,True,True,False,False,False,False,True
20,0,0,7,7,0,5,0,0,0,28,3,0.659,False,True,False,False,True,True,False,False,False,False,True
38,0,0,6,7,13,4,3,0,0,9,7,0.822,True,False,True,False,False,True,False,False,False,False,True
21,0,0,8,11,9,5,5,3,1,77,3,0.698,False,True,True,False,False,True,False,False,False,False,True
45,0,0,5,3,4,7,4,0,1,49,4,0.733,True,False,False,False,True,False,False,True,False,False,True
37,0,0,5,6,10,0,3,0,1,20,18,0.822,False,True,False,True,False,False,True,False,False,False,True
33,0,0,6,6,3,1,0,0,0,15,11,0.754,False,True,False,False,True,False,True,False,False,True,False
24,0,0,4,6,3,3,0,0,0,61,7,0.713,True,False,False,True,False,False,False,True,False,False,True
42,0,0,4,7,7,1,4,0,0,30,15,0.801,False,True,False,True,False,True,False,False,False,False,True
35,0,0,5,4,2,0,1,0,0,1,4,0.729,False,True,False,False,True,False,True,False,False,False,True
25,0,0,2,5,5,6,1,0,0,55,12,0.841,False,True,False,False,True,False,True,False,True,False,False
18,0,0,0,4,10,1,2,0,0,60,0,0.702,True,False,False,True,False,True,False,False,False,True,False
39,0,0,4,0,8,0,6,2,0,47,3,0.665,True,False,False,True,False,False,True,False,False,True,False
29,0,0,7,4,5,0,2,0,1,41,4,0.742,False,True,True,False,False,False,False,True,False,False,True
38,0,0,8,8,2,1,2,0,0,42,9,0.697,True,False,False,False,True,False,False,True,False,False,True
45,0,0,4,12,8,0,3,0,1,22,6,0.633,True,False,False,False,True,False,True,False,False,False,True
28,0,0,7,10,11,5,2,2,0,44,9,0.761,False,True,True,False,False,True,False,False,False,False,True
19,0,0,7,7,8,0,2,3,3,39,0,0.745,True,False,False,True,False,True,False,False,False,False,True
22,0,0,1,4,6,4,5,1,0,24,7,0.76,True,False,False,True,False,True,False,False,False,False,True
26,0,0,7,10,9,1,0,0,0,47,3,0.829,False,True,True,False,False,False,True,False,True,False,False
33,0,0,4,6,0,0,2,1,0,23,6,0.795,False,True,False,False,True,False,True,False,False,False,True
38,0,0,6,0,13,1,0,1,0,27,2,0.78,True,False,True,False,False,True,False,False,True,False,False
26,0,0,2,8,4,4,2,1,0,33,0,0.926,False,True,False,False,True,False,True,False,False,False,True
24,0,0,6,11,5,3,0,0,0,28,4,0.767,True,False,True,False,False,False,False,True,False,True,False
42,0,0,5,4,7,0,4,2,2,37,11,0.726,True,False,False,True,False,False,False,True,False,False,True
35,0,0,3,7,3,6,1,0,0,55,4,0.727,True,False,False,False,True,False,False,True,False,False,True
21,0,0,12,11,10,1,1,0,0,61,5,0.786,True,False,True,False,False,False,False,True,False,True,False
32,0,1,6,4,11,1,2,0,0,68,6,0.85,False,True,False,False,True,True,False,False,False,True,False
17,0,0,8,8,16,1,5,3,0,5,2,0.706,True,False,False,False,True,True,False,False,False,True,False
26,0,0,2,4,5,0,1,0,1,64,8,0.626,False,True,False,True,False,False,False,True,False,False,True
45,0,0,0,1,0,1,1,0,0,49,7,0.635,True,False,False,True,False,False,False,True,True,False,False
44,0,0,4,6,6,0,5,1,0,18,13,0.767,True,False,False,True,False,False,True,False,False,True,False
21,0,0,7,6,6,4,0,1,0,38,7,0.694,False,True,False,False,True,False,True,False,False,False,True
19,0,0,3,5,3,0,0,0,0,58,6,0.649,True,False,False,True,False,False,False,True,False,True,False
39,0,0,5,3,8,2,0,0,0,28,4,0.946,False,True,True,False,False,True,False,False,False,False,True
31,0,0,7,8,4,2,0,0,2,48,4,0.763,True,False,False,False,True,False,False,True,False,False,True
45,0,0,6,5,10,0,6,0,0,11,2,0.738,False,True,False,False,True,True,False,False,False,False,True
27,0,0,6,2,7,0,4,1,0,25,3,0.73,False,True,False,False,True,False,False,True,False,False,True
45,1,0,12,12,6,2,0,2,1,25,0,0.85,True,False,True,False,False,False,True,False,False,False,True
36,0,0,3,7,10,1,1,0,1,25,24,0.855,False,True,False,True,False,False,False,True,False,False,True
37,0,0,7,4,7,1,0,0,0,11,5,0.808,False,True,True,False,False,False,True,False,False,False,True
43,0,0,5,9,10,6,0,0,0,46,2,0.709,True,False,False,True,False,False,True,False,False,True,False
25,0,0,9,6,4,0,0,0,0,13,8,0.807,True,False,True,False,False,False,True,False,False,True,False
45,1,0,3,11,12,4,5,0,2,54,3,0.85,True,False,False,False,True,True,False,False,False,False,True
20,0,0,1,6,7,1,1,0,0,0,8,0.712,True,False,False,True,False,False,True,False,True,False,False
19,0,0,6,7,8,4,1,0,0,33,2,0.692,True,False,False,False,True,False,True,False,False,False,True
37,0,0,6,5,11,3,0,1,0,51,9,0.881,True,False,True,False,False,False,False,True,False,False,True
28,0,0,5,8,7,2,6,0,3,32,0,0.566,True,False,False,False,True,False,True,False,False,False,True
37,0,0,8,6,7,1,0,0,0,30,9,0.751,False,True,True,False,False,False,True,False,False,True,False
27,0,0,7,4,13,2,3,1,0,44,8,0.624,True,False,False,False,True,True,False,False,False,False,True
43,0,0,7,13,8,3,0,2,0,26,3,0.628,False,True,True,False,False,True,False,False,False,True,False
18,0,0,4,0,9,3,3,0,1,52,6,0.655,True,False,False,False,True,True,False,False,False,True,False
41,0,0,6,2,11,1,3,1,0,24,5,0.95,False,True,False,False,True,True,False,False,False,False,True
41,0,0,5,8,6,2,4,1,1,37,18,0.753,True,False,False,False,True,False,True,False,False,True,False
26,0,0,6,11,3,3,0,0,0,55,2,0.69,True,False,False,False,True,False,True,False,False,False,True
29,0,0,3,10,8,4,2,0,2,52,16,0.722,True,False,False,False,True,False,True,False,False,False,True
26,0,1,5,4,9,1,4,1,1,4,5,0.85,True,False,False,True,False,True,False,False,False,True,False
34,0,0,4,3,6,0,1,0,0,31,13,0.77,True,False,False,False,True,False,False,True,True,False,False
34,0,0,7,4,7,3,5,1,2,42,4,0.943,False,True,True,False,False,False,True,False,True,False,False
44,0,0,3,6,12,3,0,1,0,35,8,0.682,True,False,False,True,False,True,False,False,False,True,False
37,0,0,2,7,9,2,0,0,0,58,1,0.926,False,True,False,False,True,True,False,False,False,True,False
20,0,0,4,6,7,3,0,0,0,57,5,0.693,True,False,False,False,True,False,False,True,False,True,False
20,0,0,3,5,0,0,2,3,0,47,8,0.709,False,True,False,True,False,False,False,True,False,False,True
19,0,0,7,12,9,2,7,0,2,22,18,0.562,False,True,True,False,False,False,False,True,True,False,False
43,0,0,6,9,8,3,5,2,5,90,0,0.778,False,True,False,False,True,False,True,False,False,True,False
39,0,0,2,5,7,1,4,0,0,40,9,0.705,True,False,False,True,False,False,True,False,False,True,False
45,0,0,5,3,4,4,1,4,0,61,0,0.761,True,False,False,False,True,False,False,True,False,True,False
30,0,0,4,7,2,3,1,0,1,36,9,0.751,False,True,False,False,True,False,False,True,False,True,False
33,0,0,9,3,8,0,1,0,0,44,7,0.807,True,False,True,False,False,False,True,False,True,False,False
17,0,0,7,6,0,3,2,0,2,46,2,0.815,False,True,False,False,True,False,False,True,True,False,False
44,0,0,3,4,3,5,1,2,2,35,22,0.744,False,True,False,True,False,False,False,True,False,False,True
32,0,0,3,8,9,1,2,0,1,48,12,0.699,True,False,False,True,False,True,False,False,False,True,False
44,0,0,3,3,6,0,0,0,0,56,19,0.777,False,True,False,False,True,False,True,False,False,False,True
36,0,0,7,6,5,1,0,0,0,0,0,0.71,True,False,False,True,False,False,False,True,False,False,True
44,0,0,6,3,13,0,3,0,0,26,10,0.766,True,False,False,False,True,False,True,False,False,True,False
34,0,1,7,14,10,3,3,0,2,42,4,0.85,False,True,False,False,True,True,False,False,False,False,True
35,0,0,8,9,7,4,0,4,1,14,8,0.74,False,True,True,False,False,False,True,False,False,False,True
31,1,0,4,3,7,0,1,1,0,22,0,0.85,True,False,False,False,True,False,True,False,False,False,True
28,0,0,3,4,8,0,2,2,1,28,0,0.948,False,True,False,True,False,False,False,True,False,True,False
28,0,0,4,11,4,4,3,1,0,37,4,0.698,False,True,True,False,False,False,True,False,False,False,True
24,0,0,0,3,9,0,3,0,0,60,9,0.753,True,False,False,True,False,True,False,False,False,True,False
27,0,0,4,8,2,3,1,0,1,28,2,0.727,True,False,False,False,True,False,True,False,False,False,True
36,0,0,4,3,7,2,0,0,0,28,7,0.566,True,False,False,False,True,False,False,True,False,False,True
30,0,0,3,7,4,1,3,1,1,32,4,0.703,True,False,False,True,False,False,False,True,False,False,True
26,0,0,5,10,11,0,1,0,1,22,16,0.648,False,True,False,False,True,True,False,False,False,True,False
44,0,0,7,7,8,3,0,0,0,22,0,0.681,True,False,True,False,False,False,False,True,False,True,False
29,0,0,4,5,6,4,0,2,0,60,0,0.869,False,True,False,False,True,False,False,True,True,False,False
19,0,0,4,1,3,0,0,0,2,31,4,0.684,False,True,False,True,False,False,False,True,False,False,True
42,0,0,2,11,5,6,0,1,2,29,8,0.886,True,False,False,False,True,False,True,False,True,False,False
27,0,0,11,9,9,3,0,0,3,46,2,0.855,True,False,False,False,True,True,False,False,False,True,False
44,0,0,5,3,3,0,0,0,0,69,11,0.746,True,False,False,False,True,False,False,True,False,True,False
20,0,0,5,6,14,1,6,0,5,28,11,0.741,True,False,False,False,True,True,False,False,False,False,True
25,0,0,6,7,11,0,2,0,2,38,15,0.707,True,False,False,False,True,True,False,False,False,True,False
39,0,0,2,4,6,0,0,2,1,53,11,0.687,True,False,False,True,False,False,False,True,False,False,True
22,0,0,2,13,7,2,3,4,1,0,22,0.679,False,True,False,False,True,False,True,False,False,False,True
38,0,0,3,5,3,0,2,1,0,18,7,0.704,True,False,False,True,False,False,True,False,False,False,True
36,1,0,7,14,14,5,4,0,2,37,3,0.85,True,False,True,False,False,True,False,False,True,False,False
41,1,0,4,6,7,2,3,0,3,20,6,0.85,False,True,True,False,False,True,False,False,True,False,False
36,1,0,1,10,8,2,2,0,1,22,6,0.85,True,False,False,True,False,False,False,True,False,True,False
19,0,0,7,5,11,2,7,1,3,31,9,0.779,True,False,True,False,False,False,False,True,False,False,True
29,1,0,3,9,11,1,6,0,3,40,0,0.85,False,True,False,False,True,True,False,False,False,False,True
25,0,0,3,10,7,2,2,0,0,21,3,0.724,True,False,False,False,True,False,True,False,False,False,True
45,0,0,5,4,8,2,4,1,2,63,14,0.639,False,True,False,False,True,False,False,True,False,False,True
21,0,0,6,4,6,0,3,0,1,70,4,0.698,True,False,False,False,True,False,False,True,False,False,True
20,0,0,0,5,8,4,3,1,0,50,15,0.699,False,True,False,True,False,True,False,False,False,True,False
22,0,0,4,5,7,2,0,0,0,31,17,0.691,True,False,False,True,False,False,False,True,False,False,True
33,0,0,6,10,6,4,0,1,2,40,3,0.679,True,False,False,False,True,False,True,False,False,False,True
38,0,0,5,3,4,0,2,0,2,24,19,0.584,True,False,False,False,True,False,False,True,False,False,True
36,0,0,5,8,12,6,4,0,3,16,9,0.81,False,True,False,True,False,True,False,False,False,True,False
29,0,0,9,4,0,4,1,0,0,17,18,0.781,False,True,False,False,True,False,False,True,False,True,False
26,0,1,6,7,8,0,0,2,0,43,8,0.85,True,False,False,False,True,True,False,False,False,False,True
36,0,0,5,10,6,5,3,0,1,53,6,0.735,True,False,True,False,False,False,False,True,False,False,True
30,0,0,0,8,4,0,0,2,1,38,12,0.685,True,False,False,True,False,False,False,True,False,False,True
39,0,0,10,12,14,1,8,0,1,0,8,0.923,False,True,False,False,True,True,False,False,False,True,False
45,0,0,6,6,7,0,1,0,2,40,13,0.95,True,False,True,False,False,True,False,False,False,False,True
41,1,0,2,4,2,0,3,0,2,44,3,0.85,False,True,False,True,False,False,True,False,False,True,False
26,0,0,4,8,4,2,0,0,0,22,0,0.782,True,False,False,True,False,False,False,True,False,True,False
36,1,0,6,5,4,3,2,0,1,57,13,0.85,False,True,False,False,True,True,False,False,False,True,False
43,0,0,7,7,16,0,7,2,0,27,1,0.856,False,True,False,False,True,True,False,False,False,False,True
38,0,0,5,7,8,2,3,0,1,30,13,0.715,False,True,False,False,True,False,True,False,False,False,True
38,0,0,6,1,11,0,1,0,0,21,4,0.643,False,True,False,False,True,True,False,False,True,False,False
38,0,0,6,9,7,3,7,1,0,30,0,0.751,False,True,True,False,False,True,False,False,False,False,True
45,0,0,6,2,3,2,1,0,2,53,8,0.688,True,False,False,True,False,False,True,False,False,True,False
28,0,0,6,1,4,1,0,3,2,20,6,0.603,True,False,False,True,False,False,True,False,False,False,True
